"prodcodeid,""termfromemis"",""productname"",""drugsubstancename"",""bnfchapter"",""dmdid"""
"71041000033110,""Antipressan 50mg tablets (Teva UK Ltd)"",""Antipressan 50mg tablets"",""Atenolol"",NA,""874711000001101"""
"71141000033114,""Angiozem 60mg modified-release tablets (Ashbourne Pharmaceuticals Ltd)"",""Angiozem 60mg modified-release tablets"",""Diltiazem hydrochloride"",NA,""672311000001103"""
"738141000033119,""Hypolar Retard 20 tablets (Sandoz Ltd)"",""Hypolar Retard 20 tablets"",""Nifedipine"",NA,""677411000001108"""
"742541000033112,""Hydrosaluric 25mg tablets (Organon Pharma (UK) Ltd)"",""Hydrosaluric 25mg tablets"",""Hydrochlorothiazide"",NA,""4544011000001109"""
"742641000033113,""Hydrosaluric 50mg tablets (Organon Pharma (UK) Ltd)"",""Hydrosaluric 50mg tablets"",""Hydrochlorothiazide"",NA,""4546211000001109"""
"756541000033113,""Inderal LA 160mg capsules (AstraZeneca UK Ltd)"",""Inderal LA 160mg capsules"",""Propranolol hydrochloride"",NA,""154311000001108"""
"756641000033114,""Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)"",""Inderetic 80mg/2.5mg capsules"",""Bendroflumethiazide/ Propranolol hydrochloride"",NA,""333111000001104"""
"756741000033117,""Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)"",""Inderex 160mg/5mg modified-release capsules"",""Bendroflumethiazide/ Propranolol hydrochloride"",NA,""350811000001100"""
"759641000033116,""Inderal 1mg/1ml solution for injection ampoules (AstraZeneca UK Ltd)"",""Inderal 1mg/1ml solution for injection ampoules"",""Propranolol hydrochloride"",NA,""4371111000001106"""
"768741000033110,""Inderal 10mg tablets (AstraZeneca UK Ltd)"",""Inderal 10mg tablets"",""Propranolol hydrochloride"",NA,""567911000001100"""
"768841000033117,""Inderal 40mg tablets (AstraZeneca UK Ltd)"",""Inderal 40mg tablets"",""Propranolol hydrochloride"",NA,""930211000001107"""
"768941000033113,""Inderal 80mg tablets (AstraZeneca UK Ltd)"",""Inderal 80mg tablets"",""Propranolol hydrochloride"",NA,""821011000001100"""
"803641000033114,""Kerlone 20mg tablets (Sanofi-Synthelabo Ltd)"",""Kerlone 20mg tablets"",""Betaxolol hydrochloride"",NA,""3799411000001109"""
"8196541000033117,""Zaroxolyn 2.5mg tablets (Imported (Canada))"",""Zaroxolyn 2.5mg tablets"",""Metolazone"",NA,""21574911000001103"""
"8196641000033116,""Zaroxolyn 5mg tablets (Imported (Canada))"",""Zaroxolyn 5mg tablets"",""Metolazone"",NA,""21574611000001109"""
"896841000033116,""Metenix 5mg tablets (Sanofi)"",""Metenix 5mg tablets"",""Metolazone"",NA,""375611000001109"""
"9118241000033117,""Kenzem SR 60mg capsules (Kent Pharmaceuticals Ltd)"",""Kenzem SR 60mg capsules"",""Diltiazem hydrochloride"",NA,""8885711000001100"""
"9118341000033110,""Kenzem SR 90mg capsules (Kent Pharmaceuticals Ltd)"",""Kenzem SR 90mg capsules"",""Diltiazem hydrochloride"",NA,""8886211000001101"""
"9118441000033116,""Kenzem SR 120mg capsules (Kent Pharmaceuticals Ltd)"",""Kenzem SR 120mg capsules"",""Diltiazem hydrochloride"",NA,""8886511000001103"""
"9121541000033117,""Parmid XL 2.5mg tablets (Sandoz Ltd)"",""Parmid XL 2.5mg tablets"",""Felodipine"",NA,""24221811000001105"""
"9121641000033116,""Parmid XL 5mg tablets (Sandoz Ltd)"",""Parmid XL 5mg tablets"",""Felodipine"",NA,""7387911000001103"""
"9121741000033113,""Parmid XL 10mg tablets (Sandoz Ltd)"",""Parmid XL 10mg tablets"",""Felodipine"",NA,""7388311000001103"""
"9121841000033115,""Cardide SR 1.5mg tablets (Teva UK Ltd)"",""Cardide SR 1.5mg tablets"",""Indapamide"",NA,""24331611000001104"""
"935341000033118,""Moducren tablets (Organon Pharma (UK) Ltd)"",""Moducren tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate"",NA,""74311000001101"""
"937341000033111,""Monozide 10 tablets (Wyeth Pharmaceuticals)"",""Monozide 10 tablets"",""Bisoprolol fumarate/ Hydrochlorothiazide"",NA,""4542911000001104"""
"939141000033118,""Monocor 5mg tablets (Wyeth Pharmaceuticals)"",""Monocor 5mg tablets"",""Bisoprolol fumarate"",NA,""349611000001108"""
"939241000033113,""Monocor 10mg tablets (Wyeth Pharmaceuticals)"",""Monocor 10mg tablets"",""Bisoprolol fumarate"",NA,""329611000001106"""
"965441000033115,""Nephril 1mg tablets (Pfizer Ltd)"",""Nephril 1mg tablets"",""Polythiazide"",NA,""4549211000001100"""
"998541000033110,""Odrik 1mg capsules (Aventis Pharma)"",""Odrik 1mg capsules"",""Trandolapril"",NA,""432911000001102"""
"998641000033111,""Odrik 2mg capsules (Aventis Pharma)"",""Odrik 2mg capsules"",""Trandolapril"",NA,""140511000001108"""
"998741000033119,""Odrik 500microgram capsules (Aventis Pharma)"",""Odrik 500microgram capsules"",""Trandolapril"",NA,""227511000001106"""
"1080841000033119,""Physiotens 200microgram tablets (Mylan)"",""Physiotens 200microgram tablets"",""Moxonidine"",""2050200"",""41111000001102"""
"1080941000033110,""Physiotens 400microgram tablets (Mylan)"",""Physiotens 400microgram tablets"",""Moxonidine"",""2050200"",""142811000001107"""
"1131341000033118,""Prazosin 500microgram tablets"",""Prazosin 500microgram tablets"",""Prazosin hydrochloride"",""7040100"",""318767003"""
"1131441000033112,""Prazosin 1mg tablets"",""Prazosin 1mg tablets"",""Prazosin hydrochloride"",""7040100"",""318768008"""
"1131541000033113,""Prazosin 2mg tablets"",""Prazosin 2mg tablets"",""Prazosin hydrochloride"",""7040100"",""318769000"""
"1131641000033114,""Prazosin 5mg tablets"",""Prazosin 5mg tablets"",""Prazosin hydrochloride"",""2050400"",""318770004"""
"11567441000033119,""Prazosin 500micrograms/5ml oral solution"",""Prazosin 500micrograms/5ml oral solution"",""Prazosin hydrochloride"",NA,""13078011000001104"""
"11799841000033112,""Benph 2mg tablets (Mylan)"",""Benph 2mg tablets"",""Terazosin hydrochloride"",NA,""33630711000001107"""
"11807841000033119,""Benph 5mg tablets (Mylan)"",""Benph 5mg tablets"",""Terazosin hydrochloride"",NA,""33628611000001102"""
"12569041000033115,""Clonidine 100micrograms/5ml oral suspension"",""Clonidine 100micrograms/5ml oral suspension"",""Clonidine hydrochloride"",NA,""11813011000001109"""
"12682141000033115,""Doxazosin 8mg tablets"",""Doxazosin 8mg tablets"",""Doxazosin mesilate"",NA,""421069003"""
"12684041000033114,""Clonidine 50micrograms/5ml oral solution sugar free"",""Clonidine 50micrograms/5ml oral solution sugar free"",""Clonidine hydrochloride"",NA,""36392711000001102"""
"1371041000033112,""Spironolactone 25mg/5ml oral suspension"",""Spironolactone 25mg/5ml oral suspension"",""Spironolactone"",NA,""8726511000001109"""
"1371141000033111,""Spironolactone 5mg/5ml oral suspension"",""Spironolactone 5mg/5ml oral suspension"",""Spironolactone"",NA,""8726311000001103"""
"1371241000033116,""Spironolactone 10mg/5ml oral suspension"",""Spironolactone 10mg/5ml oral suspension"",""Spironolactone"",NA,""8727311000001100"""
"1371341000033114,""Spironolactone 50mg/5ml oral suspension"",""Spironolactone 50mg/5ml oral suspension"",""Spironolactone"",NA,""8726411000001105"""
"1374141000033113,""Spironolactone 100mg tablets"",""Spironolactone 100mg tablets"",""Spironolactone"",""2020300"",""318058009"""
"1374241000033118,""Spironolactone 25mg tablets"",""Spironolactone 25mg tablets"",""Spironolactone"",""2020300"",""318056008"""
"1374341000033111,""Spironolactone 50mg tablets"",""Spironolactone 50mg tablets"",""Spironolactone"",""2020300"",""318057004"""
"1374541000033116,""Spirospare 100 tablets (Ashbourne Pharmaceuticals Ltd)"",""Spirospare 100 tablets"",""Spironolactone"",""2020300"",""3411000001104"""
"1425341000033119,""Terazosin 2mg tablets"",""Terazosin 2mg tablets"",""Terazosin hydrochloride"",""7040100"",""318779003"""
"1429041000033118,""Terazosin 10mg tablets"",""Terazosin 10mg tablets"",""Terazosin hydrochloride"",""7040100"",""318777001"""
"1429141000033119,""Terazosin 5mg tablets"",""Terazosin 5mg tablets"",""Terazosin hydrochloride"",""7040100"",""318776005"""
"1731541000033115,""Frusol 20mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"",""Frusol 20mg/5ml oral solution"",""Furosemide"",""2020200"",""602811000001100"""
"1731741000033111,""Frusol 50mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"",""Frusol 50mg/5ml oral solution"",""Furosemide"",""2020200"",""855611000001109"""
"196241000033111,""Catapres 150micrograms/1ml solution for injection ampoules (Boehringer Ingelheim Ltd)"",""Catapres 150micrograms/1ml solution for injection ampoules"",""Clonidine hydrochloride"",NA,""364911000001108"""
"2011541000033114,""Spironolactone 100mg/5ml oral suspension"",""Spironolactone 100mg/5ml oral suspension"",""Spironolactone"",NA,""8727611000001105"""
"215341000033112,""Catapres 100microgram tablets (Boehringer Ingelheim Ltd)"",""Catapres 100microgram tablets"",""Clonidine hydrochloride"",""2050200"",""215111000001101"""
"215441000033118,""Catapres 300microgram tablets (Boehringer Ingelheim Ltd)"",""Catapres 300microgram tablets"",""Clonidine hydrochloride"",""2050200"",""368711000001103"""
"216741000033115,""Cardura 1mg tablets (Upjohn UK Ltd)"",""Cardura 1mg tablets"",""Doxazosin mesilate"",""7040100"",""907711000001109"""
"216841000033113,""Cardura 2mg tablets (Upjohn UK Ltd)"",""Cardura 2mg tablets"",""Doxazosin mesilate"",""7040100"",""41811000001109"""
"2273841000033111,""Doxazosin 4mg modified-release tablets"",""Doxazosin 4mg modified-release tablets"",""Doxazosin mesilate"",""7040100"",""39020411000001106"""
"2273941000033115,""Doxazosin 8mg modified-release tablets"",""Doxazosin 8mg modified-release tablets"",""Doxazosin mesilate"",""7040100"",""39021111000001107"""
"2274041000033118,""Cardura XL 4mg tablets (Upjohn UK Ltd)"",""Cardura XL 4mg tablets"",""Doxazosin mesilate"",""7040100"",""123911000001106"""
"2274141000033119,""Cardura XL 8mg tablets (Upjohn UK Ltd)"",""Cardura XL 8mg tablets"",""Doxazosin mesilate"",""7040100"",""873411000001109"""
"261841000033118,""Clonidine 250microgram modified-release capsules"",""Clonidine 250microgram modified-release capsules"",""Clonidine hydrochloride"",NA,""36089511000001100"""
"2635641000033111,""Moxonidine 300microgram tablets"",""Moxonidine 300microgram tablets"",""Moxonidine"",""2050200"",""408604009"""
"2635741000033119,""Physiotens 300microgram tablets (Mylan)"",""Physiotens 300microgram tablets"",""Moxonidine"",""2050200"",""522011000001109"""
"275641000033110,""Clonidine 150micrograms/1ml solution for injection ampoules"",""Clonidine 150micrograms/1ml solution for injection ampoules"",""Clonidine hydrochloride"",NA,""36089211000001103"""
"2760041000033110,""Cascor 2mg tablets (Ranbaxy (UK) Ltd)"",""Cascor 2mg tablets"",""Doxazosin mesilate"",NA,""904511000001107"""
"2760141000033114,""Cascor 4mg tablets (Ranbaxy (UK) Ltd)"",""Cascor 4mg tablets"",""Doxazosin mesilate"",NA,""179311000001107"""
"285841000033118,""Clonidine 100microgram tablets"",""Clonidine 100microgram tablets"",""Clonidine hydrochloride"",""6040101"",""318667005"""
"285941000033114,""Clonidine 25microgram tablets"",""Clonidine 25microgram tablets"",""Clonidine hydrochloride"",""6040101"",""322840006"""
"287241000033110,""Clonidine 300microgram tablets"",""Clonidine 300microgram tablets"",""Clonidine hydrochloride"",""6040101"",""318668000"""
"2955741000033117,""Synuretic 50 tablets (Dr Reddy's Laboratories (UK) Ltd)"",""Synuretic 50 tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",NA,""601011000001103"""
"2955841000033110,""Synuretic 25 tablets (Dr Reddy's Laboratories (UK) Ltd)"",""Synuretic 25 tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",NA,""465111000001101"""
"2957941000033110,""Doxadura 1mg tablets (Dexcel-Pharma Ltd)"",""Doxadura 1mg tablets"",""Doxazosin mesilate"",""7040100"",""4857511000001108"""
"2958041000033113,""Doxadura 2mg tablets (Dexcel-Pharma Ltd)"",""Doxadura 2mg tablets"",""Doxazosin mesilate"",""7040100"",""4857711000001103"""
"2958141000033112,""Doxadura 4mg tablets (Dexcel-Pharma Ltd)"",""Doxadura 4mg tablets"",""Doxazosin mesilate"",""7040100"",""4858111000001103"""
"3091941000033111,""Furosemide 20mg/5ml oral solution sugar free"",""Furosemide 20mg/5ml oral solution sugar free"",""Furosemide"",""2020200"",""39108611000001107"""
"3092141000033118,""Furosemide 50mg/5ml oral solution sugar free"",""Furosemide 50mg/5ml oral solution sugar free"",""Furosemide"",""2020200"",""36564411000001102"""
"3092241000033113,""Furosemide 20mg tablets"",""Furosemide 20mg tablets"",""Furosemide"",""2020200"",""317971007"""
"3092341000033115,""Furosemide 40mg tablets"",""Furosemide 40mg tablets"",""Furosemide"",""2020200"",""317972000"""
"3092441000033114,""Furosemide 500mg tablets"",""Furosemide 500mg tablets"",""Furosemide"",""2020200"",""317973005"""
"351941000033111,""Co-amilozide 5mg/50mg/5ml oral solution"",""Co-amilozide 5mg/50mg/5ml oral solution"",""Amiloride hydrochloride/ Hydrochlorothiazide"",NA,""8792311000001109"""
"369141000033118,""Co-amilozide 5mg/50mg tablets"",""Co-amilozide 5mg/50mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",""2020400"",""377566005"""
"376941000033117,""Co-amilozide 2.5mg/25mg tablets"",""Co-amilozide 2.5mg/25mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",""2020400"",""318121006"""
"37741000033118,""Alphavase 1 tablets (Ashbourne Pharmaceuticals Ltd)"",""Alphavase 1 tablets"",""Prazosin hydrochloride"",NA,""934411000001100"""
"37841000033111,""Alphavase 2 tablets (Ashbourne Pharmaceuticals Ltd)"",""Alphavase 2 tablets"",""Prazosin hydrochloride"",NA,""570011000001106"""
"37941000033115,""Alphavase 5 tablets (Ashbourne Pharmaceuticals Ltd)"",""Alphavase 5 tablets"",""Prazosin hydrochloride"",NA,""74711000001102"""
"3924941000033113,""Furosemide 5mg/5ml oral solution"",""Furosemide 5mg/5ml oral solution"",""Furosemide"",NA,""13893411000001108"""
"4021141000033118,""Slocinx XL 4mg tablets (Zentiva)"",""Slocinx XL 4mg tablets"",""Doxazosin mesilate"",NA,""11098311000001104"""
"40441000033111,""Aldactone 100mg tablets (Pfizer Ltd)"",""Aldactone 100mg tablets"",""Spironolactone"",""2020300"",""421611000001100"""
"40541000033112,""Aldactone 25mg tablets (Pfizer Ltd)"",""Aldactone 25mg tablets"",""Spironolactone"",""2020300"",""930511000001105"""
"4063741000033112,""Doxadura XL 4mg tablets (Dexcel-Pharma Ltd)"",""Doxadura XL 4mg tablets"",""Doxazosin mesilate"",NA,""11269911000001101"""
"40641000033113,""Aldactone 50mg tablets (Pfizer Ltd)"",""Aldactone 50mg tablets"",""Spironolactone"",""2020300"",""921811000001103"""
"40941000033118,""Aldomet 250mg tablets (Aspen Pharma Trading Ltd)"",""Aldomet 250mg tablets"",""Methyldopa anhydrous"",""2050200"",""253711000001107"""
"41041000033111,""Aldomet 500mg tablets (Aspen Pharma Trading Ltd)"",""Aldomet 500mg tablets"",""Methyldopa anhydrous"",""2050200"",""73611000001108"""
"4288341000033111,""Oxandosin XL 4mg tablets (Ratiopharm UK Ltd)"",""Oxandosin XL 4mg tablets"",""Doxazosin mesilate"",NA,""11812211000001105"""
"4432941000033119,""Doxazosin 1mg/5ml oral suspension"",""Doxazosin 1mg/5ml oral suspension"",""Doxazosin mesilate"",NA,""8483411000001101"""
"4575941000033115,""Doxzogen XL 4mg tablets (Mylan)"",""Doxzogen XL 4mg tablets"",""Doxazosin mesilate"",NA,""13811611000001108"""
"464341000033111,""Dixarit 25microgram tablets (Boehringer Ingelheim Ltd)"",""Dixarit 25microgram tablets"",""Clonidine hydrochloride"",""4070402"",""344511000001105"""
"480641000033111,""Doxazosin 1mg tablets"",""Doxazosin 1mg tablets"",""Doxazosin mesilate"",""7040100"",""318781001"""
"480741000033119,""Doxazosin 2mg tablets"",""Doxazosin 2mg tablets"",""Doxazosin mesilate"",""7040100"",""318782008"""
"480841000033112,""Doxazosin 4mg tablets"",""Doxazosin 4mg tablets"",""Doxazosin mesilate"",""7040100"",""318783003"""
"4936841000033112,""Cardozin XL 4mg tablets (Almus Pharmaceuticals Ltd)"",""Cardozin XL 4mg tablets"",""Doxazosin mesilate"",NA,""18197411000001107"""
"5138341000033111,""Doxazosin 4mg/5ml oral suspension"",""Doxazosin 4mg/5ml oral suspension"",""Doxazosin mesilate"",NA,""8483511000001102"""
"5403641000033117,""Colixil XL 4mg tablets (Sandoz Ltd)"",""Colixil XL 4mg tablets"",""Doxazosin mesilate"",NA,""11757711000001107"""
"57341000033115,""Amilmaxco 5mg/50mg tablets (Ashbourne Pharmaceuticals Ltd)"",""Amilmaxco 5mg/50mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",NA,""712211000001108"""
"5809641000033111,""Larbex XL 4mg tablets (Teva UK Ltd)"",""Larbex XL 4mg tablets"",""Doxazosin mesilate"",NA,""17338211000001104"""
"5890141000033112,""Spironolactone 25mg/5ml oral solution"",""Spironolactone 25mg/5ml oral solution"",""Spironolactone"",NA,""13894811000001108"""
"5890441000033116,""Spironolactone 50mg/5ml oral solution"",""Spironolactone 50mg/5ml oral solution"",""Spironolactone"",NA,""13894911000001103"""
"5900141000033118,""Clonidine 50micrograms/5ml oral solution"",""Clonidine 50micrograms/5ml oral solution"",""Clonidine hydrochloride"",NA,""8398511000001100"""
"5900241000033113,""Clonidine 50micrograms/5ml oral suspension"",""Clonidine 50micrograms/5ml oral suspension"",""Clonidine hydrochloride"",NA,""8398611000001101"""
"5975441000033113,""Spironolactone 15mg/5ml oral suspension"",""Spironolactone 15mg/5ml oral suspension"",""Spironolactone"",NA,""8727011000001103"""
"5975541000033114,""Spironolactone 250mg/5ml oral solution"",""Spironolactone 250mg/5ml oral solution"",""Spironolactone"",NA,""13353511000001101"""
"5975641000033110,""Spironolactone 250mg/5ml oral suspension"",""Spironolactone 250mg/5ml oral suspension"",""Spironolactone"",NA,""13353611000001102"""
"5993341000033112,""Furosemide 5mg/5ml oral suspension"",""Furosemide 5mg/5ml oral suspension"",""Furosemide"",NA,""13893511000001107"""
"5999141000033111,""Spironolactone 100mg/5ml oral solution"",""Spironolactone 100mg/5ml oral solution"",""Spironolactone"",NA,""13894611000001109"""
"5999241000033116,""Spironolactone 10mg/5ml oral solution"",""Spironolactone 10mg/5ml oral solution"",""Spironolactone"",NA,""13894711000001100"""
"5999341000033114,""Spironolactone 5mg/5ml oral solution"",""Spironolactone 5mg/5ml oral solution"",""Spironolactone"",NA,""13895011000001103"""
"60341000033110,""Amil-Co 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd)"",""Amil-Co 5mg/50mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",""2020400"",""636611000001107"""
"6036141000033119,""Raporsin XL 4mg tablets (Accord Healthcare Ltd)"",""Raporsin XL 4mg tablets"",""Doxazosin mesilate"",NA,""18164911000001108"""
"615141000033111,""Frusid 40mg tablets (Dr Reddy's Laboratories (UK) Ltd)"",""Frusid 40mg tablets"",""Furosemide"",NA,""99311000001108"""
"615541000033119,""Froop 40mg tablets (Ashbourne Pharmaceuticals Ltd)"",""Froop 40mg tablets"",""Furosemide"",""2020200"",""714311000001107"""
"743541000033118,""Hypovase 500microgram tablets (Pfizer Ltd)"",""Hypovase 500microgram tablets"",""Prazosin hydrochloride"",""2060401/ 7040100"",""321311000001100"""
"743641000033117,""Hypovase 1mg tablets (Pfizer Ltd)"",""Hypovase 1mg tablets"",""Prazosin hydrochloride"",""2060401/ 7040100"",""347411000001101"""
"743741000033114,""Hypovase 2mg tablets (Pfizer Ltd)"",""Hypovase 2mg tablets"",""Prazosin hydrochloride"",""2060401/ 7040100"",""150911000001104"""
"745641000033116,""Hytrin 10mg tablets (Advanz Pharma)"",""Hytrin 10mg tablets"",""Terazosin hydrochloride"",""7040100"",""3150911000001107"""
"745741000033113,""Hytrin 2mg tablets (Advanz Pharma)"",""Hytrin 2mg tablets"",""Terazosin hydrochloride"",""7040100"",""3147611000001100"""
"745841000033115,""Hytrin 5mg tablets (Advanz Pharma)"",""Hytrin 5mg tablets"",""Terazosin hydrochloride"",""7040100"",""3154311000001103"""
"812041000033114,""Lasix 5mg/5ml oral solution (Borg Medicare)"",""Lasix 5mg/5ml oral solution"",""Furosemide"",NA,""701111000001105"""
"816341000033112,""Lasix 20mg tablets (Borg Medicare)"",""Lasix 20mg tablets"",""Furosemide"",""2020200"",""701611000001102"""
"816441000033118,""Lasix 40mg tablets (Sanofi)"",""Lasix 40mg tablets"",""Furosemide"",""2020200"",""79411000001107"""
"816541000033117,""Lasix 500mg tablets (Sanofi)"",""Lasix 500mg tablets"",""Furosemide"",""2020200"",""829911000001102"""
"850441000033112,""Loniten 10mg tablets (Pfizer Ltd)"",""Loniten 10mg tablets"",""Minoxidil"",""2050100"",""3666711000001100"""
"850541000033113,""Loniten 2.5mg tablets (Pfizer Ltd)"",""Loniten 2.5mg tablets"",""Minoxidil"",""2050100"",""3667011000001104"""
"850641000033114,""Loniten 5mg tablets (Pfizer Ltd)"",""Loniten 5mg tablets"",""Minoxidil"",""2050100"",""3666411000001106"""
"8870641000033119,""Doxazosin 4mg/5ml oral solution"",""Doxazosin 4mg/5ml oral solution"",""Doxazosin mesilate"",NA,""23466611000001105"""
"892341000033112,""Methyldopa 250mg/5ml oral suspension"",""Methyldopa 250mg/5ml oral suspension"",""Methyldopa anhydrous"",NA,""8667311000001100"""
"897341000033110,""Methyldopa 125mg tablets"",""Methyldopa 125mg tablets"",""Methyldopa anhydrous"",""2050200"",""318671008"""
"897441000033116,""Methyldopa 250mg tablets"",""Methyldopa 250mg tablets"",""Methyldopa anhydrous"",""2050200"",""318672001"""
"897541000033115,""Methyldopa 500mg tablets"",""Methyldopa 500mg tablets"",""Methyldopa anhydrous"",""2050200"",""318673006"""
"9173941000033111,""Doxazosin 1mg/5ml oral solution"",""Doxazosin 1mg/5ml oral solution"",""Doxazosin mesilate"",NA,""24509711000001103"""
"920641000033119,""Minoxidil 10mg tablets"",""Minoxidil 10mg tablets"",""Minoxidil"",""2050100"",""318657000"""
"920841000033118,""Minoxidil 2.5mg tablets"",""Minoxidil 2.5mg tablets"",""Minoxidil"",""2050100"",""318655008"""
"920941000033114,""Minoxidil 5mg tablets"",""Minoxidil 5mg tablets"",""Minoxidil"",""2050100"",""318656009"""
"935441000033112,""Moduret 25 tablets (Organon Pharma (UK) Ltd)"",""Moduret 25 tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",""2020400"",""314211000001100"""
"935541000033113,""Moduretic 5mg/50mg tablets (Merck Sharp & Dohme (UK) Ltd)"",""Moduretic 5mg/50mg tablets"",""Amiloride hydrochloride/ Hydrochlorothiazide"",""2020400"",""453811000001103"""
"938541000033115,""Moxonidine 200microgram tablets"",""Moxonidine 200microgram tablets"",""Moxonidine"",""2050200"",""318707000"""
"938641000033119,""Moxonidine 400microgram tablets"",""Moxonidine 400microgram tablets"",""Moxonidine"",""2050200"",""318708005"""
"9808241000033110,""Diuresal 500mg tablets (Ennogen Pharma Ltd)"",""Diuresal 500mg tablets"",""Furosemide"",NA,""27992311000001106"""
